F2O7_S29_L004,F2R23_S11_L004,F1O10_S21_L004,F2R33_S16_L004,F1O8_S19_L004,F2O15_S33_L004,F1O9_S20_L004,F2R24_S12_L004,F1R11_S9_L004,F1O11_S22_L004,F2R26_S13_L004,F2R35_S17_L004,F2O1_S26_L004,F204_S27_L004,F1R5_S6_L004,F2O9_S30_L004,F2R22_S10_L004,F1O12_S23_L004,F2O14_S32_L004,F1R3_S4_L004,F1R9_S8_L004,F1O13_S24_L004,F1O14_S25_L004,F1R1_S3_L004,F2O12_S31_L004,F2R30_S15_L004,F2R28_S14_L004,F1O3_S18_L004,F1R7_S7_L004,F2O5_S28_L004,F1R4_S5_L004
CARD|phgb|U05883|555-1458|ARO:3003559|cepA|betalactams|Class_A_betalactamases|CEPA,338.0,501.0,0,62.0,27.0,219.0,350.0,474.0,0,22.0,192.0,45.0,400.0,682.0,0,431.0,503.0,393.0,505.0,213.0,0,10.0,186.0,0,0,82.0,161.0,0,0,0,0
gi|82592678|gb|DQ279850.1|betalactams|Class_A_betalactamases|TEM,257.0,38.0,31.0,219.0,18.0,75.0,0,177.0,251.0,0,151.0,380.0,163.0,0,136.0,0,188.0,32.0,174.0,206.0,0,0,0,222.0,92.0,106.0,69.0,0,0,0,0
Phe|Cat-pC194|NC_002013|1260-1910|651|Phenicol|Chloramphenicol_acetyltransferases|CAT,0,0,0,0,23.0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0,16.0,0,0,0,0,0,0
926|AF337947.1|AF337947|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6-PRIME,0,814.0,767.0,0,180.0,1003.0,978.0,0,955.0,785.0,242.0,9.0,714.0,82.0,129.0,238.0,0,24.0,1015.0,514.0,55.0,10.0,919.0,477.0,959.0,34.0,117.0,955.0,0,339.0,22.0
Bla|CTX-M-52|GU125667|1-876|876|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1634|AB985401.1|AB985401|betalactams|Class_A_betalactamases|CARB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.0,0,0
Elf|CP000647.1|gene4394|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0,93.0,41.0,0,0,0,112.0,525.0,69.0,0,0,65.0,0,0,0,0,528.0,120.0,0,67.0,0,0,62.0,0,0,68.0,0,97.0,0,0,0
Mdr|AP009048.1|gene3415|Multi-drug_resistance|MDR_regulator|CPXAR,2457.0,2278.0,2119.0,2555.0,2355.0,2539.0,2016.0,2570.0,2549.0,657.0,2599.0,2533.0,2531.0,2390.0,2534.0,710.0,2564.0,2583.0,2481.0,2549.0,991.0,2513.0,1070.0,2571.0,2524.0,2548.0,2603.0,2209.0,773.0,303.0,88.0
Sul|sul2_7_HM486907|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,763.0,662.0,816.0,1019.0,898.0,192.0,956.0,959.0,935.0,415.0,641.0,949.0,709.0,662.0,658.0,341.0,940.0,917.0,446.0,799.0,33.0,831.0,1007.0,808.0,479.0,875.0,684.0,943.0,1249.0,54.0,1167.0
Tmt|Dfr16|AF077008|115-558|474|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,0,0
Bla|FJ919776.1|gene1|betalactams|Class_A_betalactamases|TEM,205.0,480.0,0,197.0,0,232.0,0,400.0,223.0,0,143.0,260.0,0,0,121.0,0,327.0,0,472.0,223.0,0,0,0,192.0,0,148.0,45.0,0,62.0,0,0
gi|544598943|gb|KF240808.1|betalactams|Class_A_betalactamases|TEM,674.0,211.0,151.0,616.0,150.0,213.0,22.0,554.0,664.0,0,431.0,836.0,453.0,0,377.0,0,482.0,117.0,400.0,594.0,0,0,0,639.0,311.0,311.0,221.0,0,0,0,0
CARD|pvgb|U00096|3163714-3165973|ARO:3003308|Escherichia|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,3943.0,3180.0,3613.0,4150.0,3386.0,4165.0,2806.0,4388.0,4350.0,609.0,4277.0,4225.0,4117.0,3440.0,4307.0,1109.0,4389.0,4318.0,4236.0,4416.0,947.0,3767.0,1299.0,4428.0,3729.0,4269.0,4292.0,3070.0,918.0,399.0,154.0
MLS|ermB_12_U18931|MLS|23S_rRNA_methyltransferases|ERMB,14.0,24.0,1026.0,29.0,331.0,436.0,963.0,41.0,468.0,775.0,159.0,120.0,98.0,590.0,200.0,175.0,0,86.0,806.0,783.0,246.0,172.0,820.0,377.0,17.0,35.0,86.0,526.0,180.0,0,336.0
gi|358009200|gb|JN227084.1|betalactams|Class_A_betalactamases|TEM,1285.0,578.0,490.0,1181.0,511.0,684.0,192.0,1071.0,1223.0,0,1028.0,1542.0,1045.0,114.0,940.0,0,1039.0,495.0,883.0,1201.0,0,136.0,109.0,1244.0,801.0,732.0,647.0,157.0,0,115.0,0
Bla|TEM-158|EF534736|214-1074|861|betalactams|Class_A_betalactamases|TEM,241.0,87.0,0,221.0,0,52.0,0,164.0,201.0,0,117.0,315.0,153.0,0,84.0,0,158.0,0,115.0,208.0,0,0,0,232.0,74.0,123.0,54.0,0,0,0,0
CARD|phgb|NC_009725|543798-544848|ARO:3002814|clbA|Phenicol|Phenicol_23S_rRNA_methyltransferases|CLBA,0,130.0,0,0,0,0,0,0,0,0,231.0,0,0,0,0,0,0,12.0,0,0,0,12.0,29.0,0,0,0,52.0,31.0,0,0,0
Bla|AY590467.1|gene1|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bla|TEM-186JN227084|309-1169|861|betalactams|Class_A_betalactamases|TEM,475.0,96.0,62.0,406.0,75.0,142.0,0,337.0,439.0,0,259.0,618.0,316.0,0,246.0,0,319.0,71.0,211.0,385.0,0,0,0,437.0,172.0,229.0,137.0,0,0,0,0
gi|29692030|gb|AY238472.1|betalactams|Class_A_betalactamases|CTX,0,0,0,30.0,0,0,0,105.0,0,0,0,77.0,0,0,0,0,107.0,0,0,0,0,0,0,0,0,24.0,0,0,0,0,0
CARD|phgb|AF462611|0-846|ARO:3000605|Erm36|MLS|23S_rRNA_methyltransferases|ERM,0,0,6.0,0,19.0,0,0,0,69.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,0,0,14.0,0,0,0
1507|unknown_id|unknown_name|MLS|Macrolide_phosphotransferases|MPHE,0,11.0,0,10.0,0,0,12.0,0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1711.0,0,1711.0
Flq|QnrB51_1_JX440358|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,0,0,0,0,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLS|ermB_7_AF368302|MLS|23S_rRNA_methyltransferases|ERMB,0,0,652.0,0,165.0,17.0,879.0,0,689.0,357.0,8.0,31.0,0,533.0,105.0,183.0,0,336.0,48.0,603.0,148.0,34.0,544.0,448.0,0,22.0,0,524.0,68.0,0,236.0
Tet|tetA_P_1_AB054980|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,0,0,0,0,712.0,0,236.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396.0,0,0,0,0,0,930.0,0,0,0
Sul|NC_002745.1123263|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,0,0,71.0,0,65.0,0,129.0,0,0,55.0,0,0,0,0,0,0,0,67.0,0,0,0,55.0,133.0,0,0,0,0,69.0,0,0,0
AGly|Aac3-IIa|X51534|91-951|861|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.0
Bla|TEM-118|AY130285|1-785|785|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0
CARD|phgb|AJ012256|208-1069|ARO:3000943|TEM-77|betalactams|Class_A_betalactamases|TEM,144.0,0,0,103.0,0,217.0,0,158.0,138.0,0,73.0,215.0,100.0,0,77.0,0,147.0,0,367.0,178.0,0,0,0,141.0,61.0,64.0,0,0,0,0,0
Bla|CTX-M-109|JF274248|1-865|865|betalactams|Class_A_betalactamases|CTX,0,0,0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,92.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tet|tet44_1_NZ_ABDU01000081|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET44,0,0,143.0,60.0,0,0,0,0,240.0,203.0,0,57.0,0,0,31.0,0,0,0,0,91.0,0,0,115.0,0,0,0,0,180.0,69.0,0,0
AGly|AB104852.1|gene4|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,276.0,854.0,233.0,104.0,911.0,174.0,64.0,75.0,508.0,853.0,167.0,0,154.0,14.0,170.0,757.0,250.0,0,0,0,681.0,504.0,109.0,44.0,434.0,339.0,1123.0,0,1133.0
Rif|CP003583.1|gene2745|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,149.0,3964.0,0,3804.0,0,4370.0,205.0,0,4024.0,0,0,0,0,0,0,0,4021.0,0,0,0,4028.0,4731.0,0,0,0,0,4338.0,382.0,0,3064.0
Bla|TEM-127|AY368236|1-861|861|betalactams|Class_A_betalactamases|TEM,539.0,143.0,74.0,438.0,73.0,148.0,16.0,337.0,512.0,0,266.0,706.0,383.0,0,299.0,0,348.0,78.0,287.0,423.0,0,0,0,459.0,203.0,243.0,125.0,0,22.0,16.0,0
CARD|phgb|U00096|3412802-3413465|ARO:3000656|acrS|Aminoglycosides|Aminoglycoside_efflux_regulator|ACRS,1113.0,845.0,815.0,1138.0,861.0,1115.0,386.0,1141.0,1156.0,72.0,1195.0,1170.0,1118.0,986.0,1112.0,307.0,1147.0,1150.0,1068.0,1125.0,312.0,810.0,296.0,1150.0,1094.0,1085.0,1163.0,885.0,258.0,99.0,37.0
gi|114842971|gb|DQ909059.1|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,66.0,0,0,0,0,0,0,0,0,0,0,91.0,0,158.0,99.0,0,12.0,0,0,0,0,0,0,0,0,0
CARD|phgb|JX514368|271-1417|ARO:3002107|CMY-94|betalactams|Class_C_betalactamases|CMY,852.0,0,0,84.0,0,186.0,0,510.0,71.0,0,84.0,168.0,587.0,0,0,0,502.0,393.0,415.0,267.0,0,0,0,573.0,0,0,0,0,0,0,0
Mdr|NC_002516.2.880183|Multi-drug_resistance|MDR_regulator|NALD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0,0,0,0,0,0,0
Flq|QnrB68_1_KC580657|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGly|AF313472.2|gene15|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,1180.0,930.0,1243.0,1291.0,1072.0,586.0,1267.0,1205.0,1281.0,846.0,1114.0,1229.0,1123.0,1224.0,1228.0,802.0,1224.0,1084.0,895.0,1325.0,53.0,1274.0,1305.0,1288.0,893.0,1104.0,1147.0,933.0,457.0,239.0,1438.0
Phe|Cmr|U85507|3518-4693|1172|Phenicol|Phenicol_efflux_pumps|CMXAB,0,70.0,1904.0,186.0,1248.0,209.0,1983.0,0,1818.0,755.0,557.0,302.0,424.0,101.0,52.0,329.0,0,47.0,665.0,32.0,254.0,888.0,1357.0,1600.0,1259.0,1048.0,484.0,1552.0,67.0,37.0,553.0
738|JX560992.1|JX560992|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,144.0,581.0,954.0,0,673.0,382.0,879.0,0,744.0,760.0,810.0,0,0,277.0,0,149.0,0,497.0,395.0,648.0,156.0,536.0,927.0,0,361.0,246.0,755.0,864.0,541.0,85.0,1074.0
Sul|sul2_13_AJ289135|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,777.0,637.0,744.0,1037.0,904.0,258.0,863.0,998.0,966.0,385.0,665.0,975.0,741.0,704.0,683.0,309.0,966.0,975.0,456.0,775.0,17.0,855.0,997.0,852.0,449.0,863.0,713.0,891.0,1270.0,54.0,1224.0
Tet|TetO|M18896|207-2126|1920|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,1080.0,3037.0,3729.0,1132.0,3671.0,2592.0,3749.0,1504.0,2877.0,3642.0,3126.0,1088.0,2414.0,3053.0,2050.0,2403.0,1499.0,2710.0,3318.0,2779.0,2134.0,3577.0,3477.0,1014.0,1003.0,1163.0,3014.0,3687.0,363.0,563.0,2261.0
CARD|phgb|EF219142|10-886|ARO:3001922|CTX-M-61|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,144.0,0,0,0,0,0,0,0,0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bla|CTX-M-45|D89862|112-981|876|betalactams|Class_A_betalactamases|CTX,0,0,0,267.0,0,0,0,0,0,0,0,226.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bla|AL513383.1|gene195|betalactams|Class_A_betalactamases|TEM,504.0,279.0,73.0,412.0,98.0,460.0,0,383.0,458.0,0,318.0,648.0,310.0,0,248.0,0,385.0,78.0,788.0,488.0,28.0,0,0,429.0,192.0,253.0,115.0,10.0,0,16.0,0
Rif|NC_010410.6003841|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.0,0,0,0,0,0,0,0,0
Bla|TEM-2|AY529705|167-1027|861|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,65.0,0,0,0,0,0,0,0,36.0,0,0,0,0,0,0,0,0,0,0,0,69.0,0,0
Mdr|CP000768.1|gene156|Multi-drug_resistance|Multi-drug_efflux_pumps|cme,0,136.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bla|TEM-95|AJ308558|124-1084|861|betalactams|Class_A_betalactamases|TEM,468.0,130.0,71.0,408.0,66.0,142.0,0,337.0,456.0,0,249.0,619.0,345.0,0,265.0,0,283.0,65.0,309.0,394.0,0,0,0,459.0,157.0,211.0,117.0,0,0,14.0,0
CARD|phgb|CP003583|2403484-2405254|ARO:3000776|adeC|Multi-drug_resistance|Multi-drug_efflux_pumps|ADEC,0,56.0,3336.0,29.0,3290.0,0,3378.0,202.0,0,3335.0,0,0,0,0,0,0,158.0,3315.0,0,48.0,0,3329.0,3379.0,0,0,79.0,0,3350.0,510.0,0,2505.0
Bla|TEM-30|AJ437107|209-1069|861|betalactams|Class_A_betalactamases|TEM,664.0,134.0,97.0,563.0,89.0,141.0,0,432.0,553.0,0,399.0,809.0,434.0,0,372.0,0,379.0,85.0,284.0,541.0,0,0,0,567.0,218.0,298.0,171.0,0,0,14.0,0
Gly|VanC1|EU151769|31-1062|1032|Glycopeptides|VanC-type_resistance_protein|VANC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0,12.0
1758|JN676230.2|JN676230|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,61.0,801.0,880.0,663.0,469.0,949.0,245.0,84.0,68.0,467.0,841.0,240.0,72.0,297.0,8.0,234.0,1387.0,807.0,0,0,39.0,692.0,1172.0,460.0,49.0,473.0,660.0,1139.0,51.0,1123.0
182|AF118107.1|AF118107|Phenicol|Phenicol_efflux_pumps|FLOR,1604.0,1259.0,1398.0,1809.0,1560.0,1409.0,1617.0,1683.0,1744.0,1496.0,1659.0,1800.0,1636.0,1716.0,1583.0,1081.0,1689.0,1818.0,1650.0,1723.0,74.0,1638.0,1453.0,1886.0,1177.0,1607.0,1540.0,1264.0,1973.0,318.0,1977.0
Flq|CP002695.1|gene1275|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0,0,0,0,0,72.0,126.0,0,0,59.0,0,0,0,0,0,0,0,0,0,0,0,70.0,110.0,0,0,0,0,109.0,0,0,0
gi|23953862|gb|AY143430.1|betalactams|Class_A_betalactamases|CTX,394.0,85.0,0,1066.0,0,361.0,0,78.0,0,0,299.0,1005.0,360.0,33.0,0,0,96.0,0,160.0,0,0,0,0,0,364.0,879.0,312.0,0,0,0,0
Bla|TEM-104|AF516719|215-1075|861|betalactams|Class_A_betalactamases|TEM,783.0,208.0,166.0,693.0,152.0,237.0,34.0,569.0,730.0,0,500.0,971.0,535.0,18.0,469.0,0,561.0,170.0,411.0,689.0,0,13.0,0,762.0,320.0,342.0,238.0,26.0,0,25.0,0
AGly|Aac3-Ik|BX571856|765853-766296|444|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0,0,24.0,0,18.0,0,37.0,0,0,11.0,0,0,0,0,0,0,0,26.0,0,0,0,24.0,48.0,0,0,0,0,22.0,0,0,0
CARD|phgb|AF427128|208-1069|ARO:3000949|TEM-82|betalactams|Class_A_betalactamases|TEM,0,242.0,0,242.0,55.0,224.0,0,251.0,224.0,0,0,326.0,165.0,0,0,0,251.0,0,441.0,0,0,0,0,243.0,103.0,0,0,0,0,0,0
Bla|CTX-M-22|AY080894|4-879|876|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,56.0,0,0,0,0,0,0,0,0,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119|M55547.1|TRNTAAB|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,212.0,533.0,1223.0,635.0,186.0,931.0,616.0,77.0,196.0,857.0,1208.0,636.0,84.0,105.0,44.0,584.0,831.0,558.0,0,0,173.0,683.0,555.0,167.0,88.0,744.0,630.0,1410.0,166.0,1426.0
Flq|NC_009641.5331984|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,0,0,0,0,0,0,0,0
Mdr|AY769962.1|gene1|Multi-drug_resistance|Multi-drug_efflux_pumps|ADEAI,0,0,0,0,0,0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0,0,0,0,0,0,0,0
Sul|sul1_28|JN790946|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,40.0,45.0,586.0,824.0,674.0,145.0,823.0,540.0,1000.0,155.0,374.0,857.0,136.0,365.0,794.0,58.0,496.0,840.0,301.0,828.0,150.0,683.0,618.0,906.0,617.0,862.0,306.0,219.0,89.0,0,185.0
Phe|D37826.1|gene1|Phenicol|Phenicol_efflux_pumps|FLOR,1064.0,0,1069.0,937.0,826.0,0,1148.0,0,794.0,790.0,670.0,903.0,1086.0,1220.0,0,0,0,795.0,766.0,0,0,690.0,1122.0,1258.0,0,681.0,0,0,1427.0,0,1398.0
AGly|sph_1_HQ424461|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0,0,87.0,0,108.0,38.0,212.0,0,0,103.0,0,0,45.0,0,0,0,0,96.0,18.0,0,0,94.0,146.0,0,38.0,0,0,109.0,0,0,0
Bla|SHV-1|AF148850|6-866|861|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmt|dfrA14_1_DQ388123|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,113.0,0,162.0,0,0,0,418.0,53.0,0,0,150.0,10.0,295.0,13.0,249.0,467.0,0,12.0,0,0,0,159.0,0,304.0,90.0,0,33.0,6.0,0,0
1390|EU348758.1|EU348758|MLS|23S_rRNA_methyltransferases|ERMA,0,0,0,0,0,0,0,13.0,33.0,0,0,0,0,0,0,0,15.0,0,0,22.0,0,0,0,0,0,9.0,0,0,0,0,26.0
CARD|phgb|AB302939|8-869|ARO:3001115|SHV-60|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tet|tetO_2_M20925|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,890.0,2493.0,3182.0,524.0,3325.0,1882.0,3557.0,1502.0,2643.0,3162.0,2783.0,480.0,1805.0,2466.0,1814.0,1712.0,1527.0,2508.0,2542.0,2312.0,1465.0,2730.0,3457.0,730.0,612.0,746.0,2489.0,3229.0,258.0,304.0,1933.0
Bla|AM849805.1|gene1|betalactams|Class_A_betalactamases|TEM,364.0,0,48.0,324.0,0,125.0,0,236.0,353.0,0,226.0,511.0,246.0,0,207.0,0,256.0,0,187.0,318.0,0,0,0,360.0,101.0,172.0,104.0,0,0,0,0
Sul|sul1_26_AY524415|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,53.0,57.0,653.0,917.0,776.0,160.0,890.0,651.0,1063.0,182.0,490.0,908.0,146.0,473.0,839.0,75.0,560.0,910.0,362.0,885.0,188.0,756.0,648.0,980.0,723.0,952.0,355.0,280.0,94.0,24.0,266.0
MLS|vgaa-LC|DQ823382|1-1569|1569|MLS|ABC_transporter|VGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,0,0
285|AF121000.1|AF121000|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,0,0,0,0,0,0,97.0,0,112.0,0,0,0,0,0,0,0,0,0,27.0,0,0,0,18.0,82.0,0,0,0,0,0,0,0
Bla|TEM-128|AY359287|186-1046|861|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,0,0
Bla|CMY-23|DQ438952|161-1306|1146|betalactams|Class_C_betalactamases|CMY,749.0,0,0,60.0,0,190.0,0,411.0,50.0,0,68.0,106.0,525.0,0,0,0,391.0,325.0,297.0,160.0,0,0,0,465.0,0,0,31.0,0,0,0,0
13|L11616.1|PSEENVCD|Multi-drug_resistance|Multi-drug_efflux_pumps|MEXB,0,0,0,0,99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,0,0,0,0,0,0,0
gi|191174821|emb|AM931008.1|betalactams|Class_C_betalactamases|CMY,563.0,0,0,40.0,0,126.0,0,322.0,0,0,57.0,96.0,344.0,0,0,0,294.0,187.0,204.0,125.0,0,0,0,349.0,0,0,25.0,0,0,0,0
Fos|FN543093.2|gene2318|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0,0,0,0,0,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARD|phgb|AJ634602|0-861|ARO:3000999|TEM-135|betalactams|Class_A_betalactamases|TEM,465.0,98.0,66.0,455.0,63.0,90.0,0,306.0,479.0,0,261.0,657.0,292.0,12.0,255.0,0,326.0,58.0,236.0,378.0,0,0,0,420.0,154.0,224.0,116.0,0,0,0,0
Bla|CTX-M-33|AY238472|13-888|876|betalactams|Class_A_betalactamases|CTX,0,0,0,19.0,0,0,0,60.0,0,0,0,80.0,0,0,0,0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLS|NC_023287.1.18156494|MLS|Macrolide_resistance_efflux_pumps|MEFA,0,0,778.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467.0,0,0,0,0,827.0,0,0,0
gi|68012687|gb|DQ061159.1|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,517.0,0,0,0,363.0,0,0,0,0,620.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1420|DQ018710.1|DQ018710|Glycopeptides|VanA-type_resistance_protein|VANXA,0,0,0,0,9.0,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0,0,0
gi|147744336|gb|EF561644.1|betalactams|Class_C_betalactamases|CMY,535.0,0,0,43.0,0,105.0,0,332.0,0,0,29.0,78.0,422.0,0,0,0,298.0,236.0,223.0,138.0,0,0,0,349.0,0,0,0,0,0,0,0
Bla|KC292503.1|gene5|betalactams|Class_A_betalactamases|TEM,656.0,199.0,111.0,572.0,0,227.0,28.0,451.0,604.0,0,411.0,766.0,463.0,0,396.0,0,449.0,113.0,347.0,564.0,0,0,0,609.0,282.0,313.0,184.0,0,0,0,0
706|X04555.1|X04555|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,223.0,0,508.0,354.0,545.0,90.0,257.0,0,294.0,237.0,0,450.0,0,1028.0,0,755.0,0,256.0,153.0,0,340.0,244.0,287.0,260.0,216.0,0,0,382.0,0,26.0,593.0
CARD|pvgb|NC_007779|3172159-3174052|ARO:3003316|Escherichia|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|parE|RequiresSNPConfirmation,999.0,367.0,185.0,844.0,397.0,1109.0,144.0,1285.0,1194.0,0,1776.0,1244.0,1024.0,448.0,1311.0,86.0,1370.0,1210.0,886.0,1493.0,84.0,420.0,0,1684.0,707.0,786.0,1272.0,229.0,85.0,0,0
Sul|sul1_21_AJ971344|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,51.0,46.0,534.0,759.0,631.0,134.0,770.0,568.0,917.0,164.0,399.0,803.0,141.0,401.0,723.0,75.0,506.0,797.0,355.0,772.0,170.0,661.0,576.0,854.0,595.0,835.0,312.0,232.0,99.0,0,234.0
Bla|CTX-M-15_70_FJ815277|betalactams|Class_A_betalactamases|CTX,0,0,0,40.0,0,0,0,73.0,0,0,0,92.0,0,0,0,0,125.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174|AF453998.2|AF453998|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,59.0,0,0,0,0,0,0,0,0,0,0,101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARD|phgb|NC_002695|1737553-1737967|ARO:3000676|H-NS|Multi-drug_resistance|MDR_regulator|HNS,617.0,523.0,331.0,659.0,429.0,634.0,170.0,660.0,679.0,52.0,706.0,674.0,632.0,501.0,641.0,193.0,667.0,647.0,598.0,637.0,125.0,375.0,145.0,658.0,564.0,600.0,684.0,372.0,103.0,39.0,29.0
CARD|phgb|NC_002156|1429-2290|ARO:3000979|TEM-116|betalactams|Class_A_betalactamases|TEM,0,100.0,0,0,35.0,78.0,14.0,106.0,104.0,0,55.0,140.0,0,0,51.0,0,88.0,0,204.0,104.0,0,0,0,0,39.0,0,0,0,20.0,12.0,0
Bla|SHV-28_1_HM751101|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,0,0,0,0,0,0,0,0,0,25.0,0,0,0
